Taxpayer Number	Taxpayer Name	Taxpayer Address	Taxpayer City	Taxpayer State	Taxpayer Zip	Taxpayer County	Location Number	Location Name	Location Address	Location City	Location State	Location Zip	Location County	Inside/Outside City Limits	TABC Permit Number	Responsibility Begin Date	Responsibility End Date	Obligation End Date	Liquor Receipts	Wine Receipts	Beer Receipts	Cover Charge Receipts	Total Receipts
32064529400	TWO BIRD'S CARWASH DAIQUIRI & GRILL, LLC.	8711 GRASSWREN RD	RICHMOND	TX	77407	79	1	TWO BIRD'S CARWASH DAIQUIRI & GRILL	6613 BOWLING GREEN ST	HOUSTON	TX	77021	101	Y	MB1008720	3/1/2018	9/1/2020	3/31/2019	0	0	0	0	0
32054441475	CARMIKE CONCESSIONS II, LLC	11500 ASH ST	LEAWOOD	KS	66211	0	2	AMC YORKTOWN 15	15900 YORKTOWN CROSSING PKWY	HOUSTON	TX	77084	101	Y	MB1000558	11/21/2017	1/21/2020	8/31/2019	1684	210	1228	0	3122
32051485020	300 MAIN ST, LLC	1533 W ALABAMA ST STE 100	HOUSTON	TX	77006	101	1	BOOMTOWN COFFEE MAIN ST CAFE & BAR	300 MAIN ST	HOUSTON	TX	77002	101	Y	MB853398	10/3/2013	7/24/2020	5/31/2019	7506	822	990	0	9318
17606567885	LE CEP, INC.	11112 WESTHEIMER RD	HOUSTON	TX	77042	101	1	BISTRO LE CEP	11112 WESTHEIMER RD	HOUSTON	TX	77042	101	Y	MB484540	12/5/2000		8/31/2019	2637	17721	471	0	20829
32053010222	STANFORD STREET HOLDINGS, LLC	15722 WALKWOOD DR	HOUSTON	TX	77079	101	1	EAGLE HOUSTON	611 HYDE PARK BLVD	HOUSTON	TX	77006	101	Y	MB869614	4/16/2014		10/31/2019	175250	1170	46338	0	222758
32056318788	SHOHAG CORPORATION	125 E EDGEBROOK DR STE B	HOUSTON	TX	77034	101	1	JOE'S PLACE	125 E EDGEBROOK DR STE B	HOUSTON	TX	77034	101	Y	MB918082	8/20/2015	10/14/2020	9/30/2019	4882	3487	5579	0	13948
32058533301	HOUSTON 506 MAIN CONCEPT, L.L.C.	2450 LOUISIANA ST STE 400-935	HOUSTON	TX	77006	101	1	BOOTS 'N SHOOTS	506 MAIN ST	HOUSTON	TX	77002	101	Y	MB927594	11/20/2015	1/5/2023	11/30/2019	137162	663	32714	0	170539
32051021346	BREWSKIS NO. 5, LLC	17938 BANDERA RIDGE LN	CYPRESS	TX	77433	101	1	BREWSKIS PUB & PATIO SPORTS BAR & GRILL-BELTWAY	8050 N SAM HOUSTON PKWY W # 500	HOUSTON	TX	77064	101	N	MB857273	11/15/2013	5/30/2024	8/31/2019	24999	243	21317	0	46559
32064529400	TWO BIRD'S CARWASH DAIQUIRI & GRILL, LLC.	8711 GRASSWREN RD	RICHMOND	TX	77407	79	1	TWO BIRD'S CARWASH DAIQUIRI & GRILL	6613 BOWLING GREEN ST	HOUSTON	TX	77021	101	Y	MB1008720	3/1/2018	9/1/2020	9/30/2019	0	0	0	0	0
32039367068	HURACAN DISCO INC.	8235 MISSION ESTATES DR	HOUSTON	TX	77083	79	1	HURACAN BALLROOM	137 W DYNA DR # 137	HOUSTON	TX	77037	101	Y	MB493646	7/15/2009		10/31/2019	4024	0	37022	0	41046
32067495682	BISHOP WILLOWBROOK PARK LESSEE LLC	9 W 57TH ST FL 43	NEW YORK	NY	10019	0	1	EMBARK AT WILLOWBROOK PARK	7575 WILLOW CHASE BLVD	HOUSTON	TX	77070	101	Y	MB105966035	12/14/2018	12/14/2022	5/31/2019	0	0	0	0	0
17519330587	CHILI'S BEVERAGE COMPANY, INC.	3000 OLYMPUS BLVD C/O TAX DEPARTMENT	COPPELL	TX	75019	57	111	CHILI'S GRILL & BAR	3215 SOUTHWEST FWY	HOUSTON	TX	77027	101	Y	MB166951	4/16/1998		4/30/2019	26126	1394	5952	0	33472
17519330587	CHILI'S BEVERAGE COMPANY, INC.	3000 OLYMPUS BLVD C/O TAX DEPARTMENT	COPPELL	TX	75019	57	111	CHILI'S GRILL & BAR	3215 SOUTHWEST FWY	HOUSTON	TX	77027	101	Y	MB166951	4/16/1998		6/30/2019	19190	999	4490	0	24679
32030945532	HSIANG E ENTERPRISE, LLC	6315 HIGHWAY 36 S	ROSENBERG	TX	77471	79	1	SASAKI JAPANESE RESTAURANT	8979 WESTHEIMER RD	HOUSTON	TX	77063	101	Y	MB687159	3/18/2008	7/20/2022	10/31/2019	566	500	501	0	1567
17526981786	LONE STAR FONDUE CONCEPTS, INC.	1404 WOODMONT BLVD	NASHVILLE	TN	37215	0	1	THE MELTING POT RESTAURANT	6100 WESTHEIMER RD STE 146	HOUSTON	TX	77057	101	Y	MB417651	9/26/1997		10/31/2019	12730	10098	1220	0	24048
32048633302	GSM WINGS II, LLC	12660 S KIRKWOOD RD	STAFFORD	TX	77477	79	5	BREWINGZ	12250 GULF FWY	HOUSTON	TX	77034	101	Y	MB842371	6/5/2013		8/31/2019	11190	15	19254	0	30459
32043575151	GLORIA'S MIDTOWN HOUSTON, INC.	16816 DALLAS PKWY	DALLAS	TX	75248	57	1	GLORIA'S RESTAURANT	2616 LOUISIANA ST STE 101	HOUSTON	TX	77006	101	Y	MB793443	12/28/2011		4/30/2019	132095	13461	15065	0	160621
32054228120	S & KW CORPORATION	6617 CHIMNEY ROCK RD	HOUSTON	TX	77081	101	1	NAZARETH CAFE	6617 CHIMNEY ROCK RD	HOUSTON	TX	77081	101	Y	MB501287	8/1/2014		3/31/2019	2546	0	2886	0	5432
32065327820	TEX MEX GRILL & BAR LLC	12620 FM 1960 RD W STE A1	HOUSTON	TX	77065	101	1	TEX MEX GRILL & BAR	17117 FM 529 RD	HOUSTON	TX	77095	101	Y	MB1023749	7/21/2020	7/31/2020	10/31/2019	2500	0	1600	0	4100
32051021346	BREWSKIS NO. 5, LLC	17938 BANDERA RIDGE LN	CYPRESS	TX	77433	101	1	BREWSKIS PUB & PATIO SPORTS BAR & GRILL-BELTWAY	8050 N SAM HOUSTON PKWY W # 500	HOUSTON	TX	77064	101	N	MB857273	11/15/2013	5/30/2024	6/30/2019	26691	266	20861	0	47818
32058533301	HOUSTON 506 MAIN CONCEPT, L.L.C.	2450 LOUISIANA ST STE 400-935	HOUSTON	TX	77006	101	1	BOOTS 'N SHOOTS	506 MAIN ST	HOUSTON	TX	77002	101	Y	MB927594	11/20/2015	1/5/2023	5/31/2019	119351	1444	26260	0	147055
32063397452	TEJAS HOSPITALITY, LLC	610 ARLINGTON ST	HOUSTON	TX	77007	101	1	LOW BROW BAR AND GRILL	1601 W MAIN ST	HOUSTON	TX	77006	101	Y	MB991186	8/11/2017	1/22/2021	9/30/2019	19686	14712	2370	0	36768
12622914799	MCCORMICK & SCHMICK TEXAS, INC.	1510 WEST LOOP S	HOUSTON	TX	77027	101	1	MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT	1201 FANNIN ST	HOUSTON	TX	77002	101	Y	MB699754	7/31/2008		8/31/2019	33693	27974	8158	0	69825
32051193806	R. VELAZCO PROPERTIES, LLC	4109 GRACELAND DR	DEER PARK	TX	77536	101	1	R. VELAZCO PROPERTIES, LLC	13217 SUNDALE RD	HOUSTON	TX	77038	101	N	MB864241	2/19/2014		6/30/2019	0	0	0	0	0
32030945532	HSIANG E ENTERPRISE, LLC	6315 HIGHWAY 36 S	ROSENBERG	TX	77471	79	1	SASAKI JAPANESE RESTAURANT	8979 WESTHEIMER RD	HOUSTON	TX	77063	101	Y	MB687159	3/18/2008	7/20/2022	9/30/2019	924	1050	850	0	2824
17604846489	FIRST CLASS EVENTS, INCORPORATED	3408 DELANO ST	HOUSTON	TX	77004	101	2	THE WUNDERBAR	2305 ALABAMA ST	HOUSTON	TX	77004	101	Y	MB750740	6/21/2010	5/1/2022	9/30/2019	0	0	0	0	0
17514764004	THE DOWNTOWN CLUB, INC.	3030 LYNDON B JOHNSON FWY	DALLAS	TX	75234	57	1	THE MET BUSINESS AND SPORTS CLUB AT DOWNTOWN	ONE ALLEN CENTER, 6TH FLOOR, 340 WEST DALLAS	HOUSTON	TX	77002	101	Y	MB502379	10/31/2001		4/30/2019	1688	2000	3507	0	7195
32066322630	LIN & CHEN 138 LLC	17278 STATE HIGHWAY 249	HOUSTON	TX	77064	101	1	JUICY CRAB	17278 STATE HIGHWAY 249	HOUSTON	TX	77064	101	Y	MB106105959	2/20/2019		8/31/2019	34908	1423	7180	0	43511
32065565031	SOUTH SIDE WESTHEIMER RESTAURANT GROUP, L.L.C.	715 E 13TH ST	HOUSTON	TX	77008	101	1	UB PRESERV	1609 WESTHEIMER RD	HOUSTON	TX	77006	101	Y	MB1009255	3/8/2018	6/30/2022	10/31/2019	19605	18635	2104	0	40344
32053814086	SPIRITS DISTILLING COMPANY LLC	9850 DRYSDALE LN	HOUSTON	TX	77041	101	1	SPIRITS DISTILLING COMPANY	9850 DRYSDALE LN	HOUSTON	TX	77041	101	Y	D 918706	8/27/2015		4/30/2019	0	0	0	0	0
32059009046	EL CABALLO BLANCO RESTAURANT, LLC	6028 S GESSNER RD	HOUSTON	TX	77036	101	1	EL CABALLO BLANCO RESTAURANT	6028 S GESSNER RD	HOUSTON	TX	77036	101	Y	MB990322	8/4/2017		1/31/2019	3008	0	13592	0	16600
32042170129	EDWARD MARQUIS ENTERPRISES, INC.	6124 TYNE ST	HOUSTON	TX	77007	101	1	FRATELLI'S RISTORANTE	1330 WIRT RD STE D	HOUSTON	TX	77055	101	Y	MB766487	1/27/2011		6/30/2019	8252	23293	855	0	32400
32004534056	CHRISTOS STATHATOS	416 76TH ST	HOUSTON	TX	77012	101	3	DON CARLOS RESTAURANT	416 76TH ST	HOUSTON	TX	77012	101	Y	MB431785	5/15/1998		2/28/2019	15494	108	6947	0	22549
17602729208	LANDRY'S SEAFOOD INN & OYSTER BAR - SUGAR CREEK, L	1510 WEST LOOP S	HOUSTON	TX	77027	101	3	CADILLAC BAR	1802 SHEPHERD DR	HOUSTON	TX	77007	101	Y	MB426942	2/20/1998		12/31/2019	95811	24236	30351	0	150398
32068959777	RBHJ ENTERTAINMENT LLC	9930 NORTH FWY STE B	HOUSTON	TX	77037	101	1	HOUSTON DOLLS CABARET	313 RANKIN RD STE H	HOUSTON	TX	77073	101	N	MB106132838	4/4/2019		9/30/2019	10214	64	5620	0	15898
17606210817	I.C.I.T., INC.	15643 SCOLTY REACH LN	HUMBLE	TX	77346	101	1	I.C.I.T., INC.	9115 BLUEBERRY ST	HOUSTON	TX	77049	101	N	MB465452	1/21/2000		8/31/2019	905	905	905	0	2715
17521332019	OLIVE GARDEN OF TEXAS, LLC	PO BOX 695011	ORLANDO	FL	32869	0	95	OLIVE GARDEN OF TEXAS #1850	15525 WALLISVILLE RD	HOUSTON	TX	77049	101	Y	MB781309	8/2/2011		8/31/2019	8811	5189	2608	0	16608
17606284580	LOS GALLITOS MEXICAN CAFE II, INC.	12030 WILCREST DR	HOUSTON	TX	77031	101	3	LOS GALLITOS MEXICAN CAFE II	12030 WILCREST DR	HOUSTON	TX	77031	101	N	MB469832	10/1/2016		10/31/2019	7606	2353	178	0	10137
32043640120	LUCILLE B. SMITH'S FINE FOODS, LLC	5512 LA BRANCH ST	HOUSTON	TX	77004	101	1	LUCILLE'S	5512 LA BRANCH ST	HOUSTON	TX	77004	101	Y	MB810737	6/15/2012		4/30/2019	12278	8179	1482	0	21939
32014461050	DUVIS E AYALA	8443 MISTY VALE LN	HOUSTON	TX	77075	101	1	EDUARDO'S BAR	7233 LONG DR	HOUSTON	TX	77087	101	Y	MB776341	6/3/2011		10/31/2019	185	0	17776	0	17961
32030452018	YUMMY GROUP INC.	2390 W ALABAMA ST	HOUSTON	TX	77098	101	1	AKA SUSHI HOUSE	2390 W ALABAMA ST	HOUSTON	TX	77098	101	Y	MB671947	9/21/2007		8/31/2019	12988	18892	8077	0	39957
12008452679	DOON, INC.	14124 STUEBNER AIRLINE RD C/O OLDE CITY	HOUSTON	TX	77069	101	1	OLDE CITY PUB	14124 STUEBNER AIRLINE RD	HOUSTON	TX	77069	101	N	MB557281	5/12/2004		4/30/2019	31095	285	23218	0	54598
17606210817	I.C.I.T., INC.	15643 SCOLTY REACH LN	HUMBLE	TX	77346	101	1	I.C.I.T., INC.	9115 BLUEBERRY ST	HOUSTON	TX	77049	101	N	MB465452	1/21/2000		11/30/2019	6349	6349	6349	0	19047
32037706739	FRONTERA KITCHEN, LLC	2121 SAGE RD STE 383	HOUSTON	TX	77056	101	1	SYLVIA'S ENCHILADA KITCHEN	6401 WOODWAY DR STE 105	HOUSTON	TX	77057	101	Y	MB715142	2/18/2009		7/31/2019	38464	6051	4609	0	49124
32061756238	LOS CAPORALES MEXICAN GRILL RESTAURANT LLC	18718 STATE HIGHWAY 249	HOUSTON	TX	77070	101	1	LOS CAPORALES MEXICAN GRILL RESTAURANT LLC	18718 STATE HIGHWAY 249	HOUSTON	TX	77070	101	Y	MB493726	1/6/2017		10/31/2019	1251	31	518	0	1800
32058505416	S KARAOKE, INC.	9504 LONG POINT RD STE J	HOUSTON	TX	77055	101	1	S KARAOKE	9504 LONG POINT RD STE J	HOUSTON	TX	77055	101	Y	MB945400	5/26/2016	11/30/2022	9/30/2019	0	0	0	0	0
32010676099	MARTIN FLORES	7430 GUINEVERE DR	SUGAR LAND	TX	77479	79	5	LA CASA BLANCA PARTY HALL	1517 GEARS RD	HOUSTON	TX	77067	101	Y	MB956261	8/31/2016	4/30/2024	1/31/2019	998	0	856	0	1854
32065327820	TEX MEX GRILL & BAR LLC	12620 FM 1960 RD W STE A1	HOUSTON	TX	77065	101	1	TEX MEX GRILL & BAR	17117 FM 529 RD	HOUSTON	TX	77095	101	Y	MB1023749	7/21/2020	7/31/2020	4/30/2019	3155	0	3064	0	6219
32031953949	ARENA CONCESSIONS, INC.	1818 RODEO DR	MESQUITE	TX	75149	57	1	ARENA THEATRE	7326 SOUTHWEST FWY	HOUSTON	TX	77074	101	Y	MB672939	10/3/2007		4/30/2019	85401	3339	28947	0	117687
19108474867	RED ROBIN INTERNATIONAL, INC.	10000 E GEDDES AVE STE 500	ENGLEWOOD	CO	80112	0	15	RED ROBIN #510	22455 STATE HIGHWAY 249	HOUSTON	TX	77070	101	Y	MB949443	6/29/2016		4/30/2019	2858	450	4182	0	7490
32052171488	B & R BUTCHERS, LTD.	1244 N POST OAK RD STE 100	HOUSTON	TX	77055	101	1	B & B BUTCHERS	1814 WASHINGTON AVE	HOUSTON	TX	77007	101	Y	MB904357	4/9/2015		5/31/2019	119547	216715	11787	0	348049
32068959777	RBHJ ENTERTAINMENT LLC	9930 NORTH FWY STE B	HOUSTON	TX	77037	101	1	HOUSTON DOLLS CABARET	313 RANKIN RD STE H	HOUSTON	TX	77073	101	N	MB106132838	4/4/2019		8/31/2019	10740	56	10148	9882	30826
32041065668	WILLOWBROOK LODGING GROUP LLC	22790 HIGHWAY 59 N	KINGWOOD	TX	77339	170	1	LAQUINTA INN & SUITES	8383 CYPRESS CREEK PKWY	HOUSTON	TX	77070	101	Y	MB826490	12/10/2012		8/31/2019	641	14	287	0	942
32030945532	HSIANG E ENTERPRISE, LLC	6315 HIGHWAY 36 S	ROSENBERG	TX	77471	79	1	SASAKI JAPANESE RESTAURANT	8979 WESTHEIMER RD	HOUSTON	TX	77063	101	Y	MB687159	3/18/2008	7/20/2022	12/31/2019	519	1000	759	0	2278
17425233644	FUGATE CLUB, INC.	PO BOX 75278	HOUSTON	TX	77234	101	1	FUGATE CLUB INC	10055 FUQUA ST	HOUSTON	TX	77089	101	Y	MB203640	12/1/1993		4/30/2019	7771	108	12967	0	20846
12048818178	GOLDEN OAKS CORP.	5855 SOVEREIGN DR STE A	HOUSTON	TX	77036	101	1	NORTH CHINA RESTAURANT	14525 KATY FWY	HOUSTON	TX	77079	101	Y	MB705756	10/13/2008		8/31/2019	550	3760	1582	0	5892
32061079953	LA FRESCA CLUB NP	250 W 20TH ST STE 300	HOUSTON	TX	77008	101	1	LA FRESCA CLUB	250 W 20TH ST STE 300	HOUSTON	TX	77008	101	Y	NB961673	10/20/2016		6/30/2019	0	0	0	0	0
17606595761	MHI HOUSTON BEVERAGES, L.L.C.	6404 IVY LN STE 800	GREENBELT	MD	20770	0	1	PART & PARCEL/EDGAR'S HERMANO	1700 SMITH ST	HOUSTON	TX	77002	101	Y	MB489873	3/28/2001	3/26/2020	2/28/2019	33449	12503	18157	232	64341
32050567265	NIGHTINGALE ROOM BAR, L.L.C.	1416 WESTHEIMER RD	HOUSTON	TX	77006	101	1	NIGHTINGALE ROOM BAR, L.L.C	308 MAIN ST STE 100	HOUSTON	TX	77002	101	Y	MB887256	10/16/2014	3/24/2020	4/30/2019	22571	153	3525	0	26249
17604219067	SPANISH FLOWERS, INC.	4701 N MAIN ST	HOUSTON	TX	77009	101	1	SPANISH FLOWERS	4701 N MAIN ST	HOUSTON	TX	77009	101	Y	MB427025	2/23/1998		8/31/2019	36483	525	7347	0	44355
32057634951	ACMJKPR AMUSEMENT, LLC	9110 JONES RD STE 100	HOUSTON	TX	77065	101	1	JB'S PUB & GRILL	9110 JONES RD STE 100	HOUSTON	TX	77065	101	Y	MB970936	1/31/2017		8/31/2019	28457	335	14647	0	43439
32055658705	WE RUN HOU, LLC	1703 SILVER ST	HOUSTON	TX	77007	101	1	ENGINE ROOM	1515 PEASE ST STE 101	HOUSTON	TX	77002	101	Y	MB901299	3/17/2015	3/16/2021	8/31/2019	0	0	0	0	0
17405031224	BAYOU CLUB OF HOUSTON	8550 MEMORIAL DR	HOUSTON	TX	77024	101	1	BAYOU CLUB OF HOUSTON	8550 MEMORIAL DR	HOUSTON	TX	77024	101	Y	N 037429	12/1/1993		8/31/2019	0	0	0	0	0
32054228120	S & KW CORPORATION	6617 CHIMNEY ROCK RD	HOUSTON	TX	77081	101	1	NAZARETH CAFE	6617 CHIMNEY ROCK RD	HOUSTON	TX	77081	101	Y	MB501287	8/1/2014		4/30/2019	1282	0	1779	0	3061
32059274046	IRISH CBMT, LP	2450 LOUISIANA ST STE 400-262	HOUSTON	TX	77006	101	1	IRISH COWBOY	2300 LOUISIANA ST	HOUSTON	TX	77006	101	Y	MB939042	3/28/2016	1/13/2020	2/28/2019	0	0	0	0	0
32000861685	FOUNTAIN FOODS, INC.	25600 WESTHEIMER PKWY STE 110	KATY	TX	77494	79	2	HARVEST ORGANIC GRILLE	1810 FOUNTAIN VIEW DR	HOUSTON	TX	77057	101	Y	MB817402	8/21/2012	6/1/2019	3/31/2019	0	0	0	0	0
32067495682	BISHOP WILLOWBROOK PARK LESSEE LLC	9 W 57TH ST FL 43	NEW YORK	NY	10019	0	1	EMBARK AT WILLOWBROOK PARK	7575 WILLOW CHASE BLVD	HOUSTON	TX	77070	101	Y	MB105966035	12/14/2018	12/14/2022	12/31/2019	0	0	0	0	0
17606284846	MANDOLA BROS. L.L.C.	4302 RICHMOND AVE	HOUSTON	TX	77027	101	1	RAGIN CAJUN	80 WOODLAKE SQ	HOUSTON	TX	77063	101	Y	MB472201	5/23/2000	2/1/2022	8/31/2019	6622	2158	6555	0	15335
32066322630	LIN & CHEN 138 LLC	17278 STATE HIGHWAY 249	HOUSTON	TX	77064	101	1	JUICY CRAB	17278 STATE HIGHWAY 249	HOUSTON	TX	77064	101	Y	MB106105959	2/20/2019		10/31/2019	31373	1116	4565	0	37054
32052019083	ASYLUM ENTERTAINMENT, LLC	9668 WESTHEIMER RD STE 200 # 38	HOUSTON	TX	77063	101	1	MARFRELESS	2006 PEDEN ST	HOUSTON	TX	77019	101	Y	MB962437	10/26/2016		2/28/2019	36802	11159	5363	0	53324
12604652490	IGUANA JOE'S BW8, INC.	9118 N HIGHWAY 146	BAYTOWN	TX	77523	36	1	IGUANA JOE'S MEXICAN RESTAURANT	5710 E SAM HOUSTON PKWY N	HOUSTON	TX	77015	101	Y	MB679831	12/28/2007		8/31/2019	40060	414	15198	0	55672
17603801998	B.J.'S ICE HOUSE, LTD.	12640 BRIAR FOREST DR	HOUSTON	TX	77077	101	1	BIG JOHN'S ICE HOUSE	12640 BRIAR FOREST DR	HOUSTON	TX	77077	101	Y	MB234180	12/1/1993		8/31/2019	22885	1714	19410	0	44009
32065565031	SOUTH SIDE WESTHEIMER RESTAURANT GROUP, L.L.C.	715 E 13TH ST	HOUSTON	TX	77008	101	1	UB PRESERV	1609 WESTHEIMER RD	HOUSTON	TX	77006	101	Y	MB1009255	3/8/2018	6/30/2022	7/31/2019	26277	22663	2044	0	50984
32055658705	WE RUN HOU, LLC	1703 SILVER ST	HOUSTON	TX	77007	101	1	ENGINE ROOM	1515 PEASE ST STE 101	HOUSTON	TX	77002	101	Y	MB901299	3/17/2015	3/16/2021	5/31/2019	75143	125	948	0	76216
17412937876	CHAMPIONS GOLF CLUB, INC.	13722 CHAMPIONS DR	HOUSTON	TX	77069	101	1	CHAMPION GOLF CLUB, INC.	13722 CHAMPIONS DR	HOUSTON	TX	77069	101	N	MB239975	12/1/1993		4/30/2019	24087	17205	16058	0	57350
32052043786	DELIGHT HOOKAH LOUNGE CORPORATION	4719 TAHOE CANYON LN	HOUSTON	TX	77084	101	1	DELIGHT HOOKAH LOUNGE	9421 HIGHWAY 6 S	HOUSTON	TX	77083	79	Y	MB1020665	6/27/2018	1/30/2020	7/31/2019	0	0	594	0	594
32041065668	WILLOWBROOK LODGING GROUP LLC	22790 HIGHWAY 59 N	KINGWOOD	TX	77339	170	1	LAQUINTA INN & SUITES	8383 CYPRESS CREEK PKWY	HOUSTON	TX	77070	101	Y	MB826490	12/10/2012		11/30/2019	418	7	256	0	681
17604846489	FIRST CLASS EVENTS, INCORPORATED	3408 DELANO ST	HOUSTON	TX	77004	101	2	THE WUNDERBAR	2305 ALABAMA ST	HOUSTON	TX	77004	101	Y	MB750740	6/21/2010	5/1/2022	2/28/2019	0	0	0	0	0
32055658705	WE RUN HOU, LLC	1703 SILVER ST	HOUSTON	TX	77007	101	1	ENGINE ROOM	1515 PEASE ST STE 101	HOUSTON	TX	77002	101	Y	MB901299	3/17/2015	3/16/2021	2/28/2019	60912	118	785	0	61815
32047970895	HONDURAS MAYA CAFE & BAR LLC	8011 HAZEN ST	HOUSTON	TX	77036	101	1	HONDURAS MAYA CAFE & BAR LLC	5945 BELLAIRE BLVD STE B	HOUSTON	TX	77081	101	Y	MB817033	8/16/2012	9/12/2019	8/31/2019	0	0	0	0	0
32041427686	MR. WHITE RESTAURANT, LLC	1962 W GRAY ST	HOUSTON	TX	77019	101	1	BRASSERIE 19	1962 W GRAY ST	HOUSTON	TX	77019	101	Y	MB768266	2/18/2011		6/30/2019	61595	169983	5324	0	236902
32057683230	SPRING BRANCH PUB & GRILL, LLC	PO BOX 430030	HOUSTON	TX	77243	101	1	SPRING BRANCH PUB & GRILL	8510 HAMMERLY BLVD	HOUSTON	TX	77055	101	Y	MB926712	11/12/2015	10/28/2019	5/31/2019	17527	178	18591	0	36296
32052615492	FAMECI FOOD, LLC	5895 S GESSNER RD	HOUSTON	TX	77036	101	1	OSTIONERIA MICHOACAN # 5	5895 S GESSNER RD	HOUSTON	TX	77036	101	Y	MB870191	4/23/2014		2/28/2019	3785	0	17111	0	20896
32062576528	MPLANT CORPORATION	3114 WATERS VIEW DR	SUGAR LAND	TX	77478	79	1	SUNRISE BAR & GRILL	8330 W BELLFORT ST STE C	HOUSTON	TX	77071	101	Y	MB983476	5/25/2017	5/28/2019	5/31/2019	0	0	0	0	0
32055103934	DDD999, LLC	6968 WILCREST DR STE A	HOUSTON	TX	77072	101	1	VIBE LOUNGE KTV & RESTAURANT	6968 WILCREST DR STE A	HOUSTON	TX	77072	101	Y	MB957596	9/13/2016	5/30/2019	5/31/2019	0	0	0	0	0
32016941299	EDUARDO SANCHEZ	PO BOX 30167	HOUSTON	TX	77249	101	1	CATTY-CORNER ICE HOUSE	895 WAKEFIELD DR	HOUSTON	TX	77018	101	Y	MB951296	7/18/2016		10/31/2019	4019	105	13009	0	17133
17527927499	SSP AMERICA TEXAS, INC.	20408 BASHAN DR STE 300	ASHBURN	VA	20147	0	20	EXECUTIVE LOUNGE: TERMINAL D, ACROSS GATE D6.	3875 N TERMINAL RD	HOUSTON	TX	77032	101	Y	MB104402609	7/1/2015		11/30/2019	28896	8052	63740	0	100688
32056444147	PROMOCIONES RODEO, LLC	9919 OLIVE BROOK LN	HOUSTON	TX	77095	101	1	EL RODEO DISCO	10531 GULF FWY	HOUSTON	TX	77034	101	Y	MB914436	7/16/2015		2/28/2019	13810	0	31164	0	44974
17604846489	FIRST CLASS EVENTS, INCORPORATED	3408 DELANO ST	HOUSTON	TX	77004	101	2	THE WUNDERBAR	2305 ALABAMA ST	HOUSTON	TX	77004	101	Y	MB750740	6/21/2010	5/1/2022	3/31/2019	0	0	0	0	0
32051021346	BREWSKIS NO. 5, LLC	17938 BANDERA RIDGE LN	CYPRESS	TX	77433	101	1	BREWSKIS PUB & PATIO SPORTS BAR & GRILL-BELTWAY	8050 N SAM HOUSTON PKWY W # 500	HOUSTON	TX	77064	101	N	MB857273	11/15/2013	5/30/2024	2/28/2019	20851	265	16870	0	37986
32065175807	NIYAH JC MANAGEMENT, LLC	4935 GAMMAGE ST	HOUSTON	TX	77021	101	2	THE RETREAT	6556 PEERLESS ST STE A	HOUSTON	TX	77021	101	Y	MB1050304	4/9/2019		5/31/2019	0	0	0	0	0
32037904862	SWANSON GOLF GROUP, LP	6224 THEALL RD	HOUSTON	TX	77066	101	2	SWANSON GOLF CENTER	6224 THEALL RD	HOUSTON	TX	77066	101	N	MB759312	10/12/2010		8/31/2019	12220	1340	17040	0	30600
32050922080	DON BURRITO LLC	4410 WESTWAY PARK BLVD STE 1100	HOUSTON	TX	77041	101	1	SENOR BURRITO	4410 WESTWAY PARK BLVD STE 1100	HOUSTON	TX	77041	101	Y	MB850940	9/9/2013		8/31/2019	385	0	438	0	823
32061510809	2900 SET CITY HOUSTON, L.L.C.	1225 NORTH LOOP W STE 640	HOUSTON	TX	77008	101	1	SET	2900 TRAVIS ST STE A	HOUSTON	TX	77006	101	Y	MB970041	1/24/2017	12/27/2021	10/31/2019	67831	3211	4746	405	76193
32065565031	SOUTH SIDE WESTHEIMER RESTAURANT GROUP, L.L.C.	715 E 13TH ST	HOUSTON	TX	77008	101	1	UB PRESERV	1609 WESTHEIMER RD	HOUSTON	TX	77006	101	Y	MB1009255	3/8/2018	6/30/2022	2/28/2019	26494	25597	2614	0	54705
32054855526	LJX ENTERPRISES, L.L.C.	10 TWILIGHT GLEN CT	SPRING	TX	77381	170	1	SPANISH FLOWERS	14915 NORTH FWY	HOUSTON	TX	77090	101	Y	MB957802	9/15/2016		8/31/2019	24087	180	6426	0	30693
17519234359	AMERICAN LIBERTY HOSPITALITY, INC.	2901 WILCREST DR STE 120	HOUSTON	TX	77042	101	4	EMBASSY SUITES HOUSTON DOWNTOWN	1515 DALLAS ST	HOUSTON	TX	77010	101	Y	MB767786	2/14/2011		8/31/2019	4827	436	1046	0	6309
32067495682	BISHOP WILLOWBROOK PARK LESSEE LLC	9 W 57TH ST FL 43	NEW YORK	NY	10019	0	1	EMBARK AT WILLOWBROOK PARK	7575 WILLOW CHASE BLVD	HOUSTON	TX	77070	101	Y	MB105966035	12/14/2018	12/14/2022	3/31/2019	0	0	0	0	0
32067495682	BISHOP WILLOWBROOK PARK LESSEE LLC	9 W 57TH ST FL 43	NEW YORK	NY	10019	0	1	EMBARK AT WILLOWBROOK PARK	7575 WILLOW CHASE BLVD	HOUSTON	TX	77070	101	Y	MB105966035	12/14/2018	12/14/2022	4/30/2019	0	0	0	0	0
